,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
SYTL1,float64,248,0,0,0,0
THNSL1,float64,248,0,0,0,0
PM20D2,float64,248,0,0,0,0
KIAA2013,float64,248,0,0,0,0
MICU2,float64,248,0,0,0,0
ANKRD13A,float64,248,0,0,0,0
PHACTR4,float64,248,0,0,0,0
TRMT2A,float64,248,0,0,0,0
RPUSD2,float64,248,0,0,0,0
ALDH16A1,float64,248,0,0,0,0
KIAA0319L,float64,248,0,0,0,0
XRN1,float64,248,0,0,0,0
ABI1,float64,248,0,0,0,0
SELENOH,float64,248,0,0,0,0
VKORC1L1,float64,248,0,0,0,0
RBFA,float64,248,0,0,0,0
CLYBL,float64,248,0,0,0,0
SPART,float64,248,0,0,0,0
TTC5,float64,248,0,0,0,0
MIER1,float64,248,0,0,0,0
RPTOR,float64,248,0,0,0,0
FAM177A1,float64,248,0,0,0,0
CCAR2,float64,248,0,0,0,0
NDUFAF2,float64,248,0,0,0,0
VPS52,float64,248,0,0,0,0
NUP93,float64,248,0,0,0,0
STK11IP,float64,248,0,0,0,0
ZNF687,float64,248,0,0,0,0
CMTR1,float64,248,0,0,0,0
LRRC47,float64,248,0,0,0,0
INTS1,float64,248,0,0,0,0
ARMC10,float64,248,0,0,0,0
GHDC,float64,248,0,0,0,0
ABHD12,float64,248,0,0,0,0
CLASRP,float64,248,0,0,0,0
GPD1L,float64,248,0,0,0,0
SLC35F6,float64,248,0,0,0,0
ARHGAP18,float64,248,0,0,0,0
ASCC3,float64,248,0,0,0,0
EHBP1L1,float64,248,0,0,0,0
PLCD3,float64,248,0,0,0,0
MICALL1,float64,248,0,0,0,0
VPS8,float64,248,0,0,0,0
PALS1,float64,248,0,0,0,0
STAG2,float64,248,0,0,0,0
SYNPO,float64,248,0,0,0,0
FNBP4,float64,248,0,0,0,0
GUF1,float64,248,0,0,0,0
RYBP,float64,248,0,0,0,0
MINK1,float64,248,0,0,0,0
TOMM5,float64,248,0,0,0,0
PTGR3,float64,248,0,0,0,0
CHCHD4,float64,248,0,0,0,0
CBR4,float64,248,0,0,0,0
MMGT1,float64,248,0,0,0,0
OGFOD1,float64,248,0,0,0,0
AFAP1,float64,248,0,0,0,0
ZCCHC9,float64,248,0,0,0,0
OXR1,float64,248,0,0,0,0
ZGPAT,float64,248,0,0,0,0
SRBD1,float64,248,0,0,0,0
NOPCHAP1,float64,248,0,0,0,0
CISD2,float64,248,0,0,0,0
MRPL50,float64,248,0,0,0,0
ZC3H8,float64,248,0,0,0,0
ZBTB2,float64,248,0,0,0,0
CPSF7,float64,248,0,0,0,0
ARFGAP2,float64,248,0,0,0,0
C1orf52,float64,248,0,0,0,0
METTL13,float64,248,0,0,0,0
ARFGAP1,float64,248,0,0,0,0
SIRT6,float64,248,0,0,0,0
EMC1,float64,248,0,0,0,0
PAF1,float64,248,0,0,0,0
UBR7,float64,248,0,0,0,0
DDX51,float64,248,0,0,0,0
PTGR2,float64,248,0,0,0,0
C2orf69,float64,248,0,0,0,0
ENAH,float64,248,0,0,0,0
MRPL43,float64,248,0,0,0,0
ASCC1,float64,248,0,0,0,0
BANP,float64,248,0,0,0,0
LRRC57,float64,248,0,0,0,0
EIF1AD,float64,248,0,0,0,0
KRI1,float64,248,0,0,0,0
PRPF38A,float64,248,0,0,0,0
ATP11C,float64,248,0,0,0,0
KDM1B,float64,248,0,0,0,0
AFG2A,float64,248,0,0,0,0
NHLRC2,float64,248,0,0,0,0
AVL9,float64,248,0,0,0,0
XXYLT1,float64,248,0,0,0,0
GOLM1,float64,248,0,0,0,0
COLGALT1,float64,248,0,0,0,0
POGLUT1,float64,248,0,0,0,0
UBAC2,float64,248,0,0,0,0
TMEM87A,float64,248,0,0,0,0
RDH13,float64,248,0,0,0,0
HSD17B11,float64,248,0,0,0,0
ATAD1,float64,248,0,0,0,0
SCCPDH,float64,248,0,0,0,0
UXS1,float64,248,0,0,0,0
RNF149,float64,248,0,0,0,0
SERBP1,float64,248,0,0,0,0
LEMD2,float64,248,0,0,0,0
NOA1,float64,248,0,0,0,0
NECAP1,float64,248,0,0,0,0
FAM98A,float64,248,0,0,0,0
PLA2G15,float64,248,0,0,0,0
HJURP,float64,248,0,0,0,0
DAGLB,float64,248,0,0,0,0
RNF169,float64,248,0,0,0,0
PDPR,float64,248,0,0,0,0
NAXE,float64,248,0,0,0,0
SMG8,float64,248,0,0,0,0
RNF214,float64,248,0,0,0,0
LSM14A,float64,248,0,0,0,0
ZNF280C,float64,248,0,0,0,0
C1orf131,float64,248,0,0,0,0
NPEPL1,float64,248,0,0,0,0
EHBP1,float64,248,0,0,0,0
RBM15B,float64,248,0,0,0,0
TNRC6A,float64,248,0,0,0,0
PHC3,float64,248,0,0,0,0
CNNM3,float64,248,0,0,0,0
CHDH,float64,248,0,0,0,0
MCU,float64,248,0,0,0,0
PIK3C3,float64,248,0,0,0,0
SRFBP1,float64,248,0,0,0,0
NGDN,float64,248,0,0,0,0
SHCBP1,float64,248,0,0,0,0
PDZD8,float64,248,0,0,0,0
APPL2,float64,248,0,0,0,0
NAV1,float64,248,0,0,0,0
PPHLN1,float64,248,0,0,0,0
VPS37A,float64,248,0,0,0,0
KMT2C,float64,248,0,0,0,0
FBXO22,float64,248,0,0,0,0
LPCAT1,float64,248,0,0,0,0
SYNE1,float64,248,0,0,0,0
BOD1L1,float64,248,0,0,0,0
ARID1B,float64,248,0,0,0,0
FLAD1,float64,248,0,0,0,0
NUP43,float64,248,0,0,0,0
NUP37,float64,248,0,0,0,0
NUP35,float64,248,0,0,0,0
GPRC5A,float64,248,0,0,0,0
DPP3,float64,248,0,0,0,0
NBEA,float64,248,0,0,0,0
TOR1AIP2,float64,248,0,0,0,0
TSTD1,float64,248,0,0,0,0
ABHD11,float64,248,0,0,0,0
CMAS,float64,248,0,0,0,0
KNL1,float64,248,0,0,0,0
ATL2,float64,248,0,0,0,0
MOSPD2,float64,248,0,0,0,0
PLBD2,float64,248,0,0,0,0
DDX55,float64,248,0,0,0,0
TDRD7,float64,248,0,0,0,0
NEDD1,float64,248,0,0,0,0
CDC26,float64,248,0,0,0,0
NCOA7,float64,248,0,0,0,0
THOC2,float64,248,0,0,0,0
PATJ,float64,248,0,0,0,0
WDR36,float64,248,0,0,0,0
COQ8A,float64,248,0,0,0,0
RP9,float64,248,0,0,0,0
GRPEL2,float64,248,0,0,0,0
GADD45GIP1,float64,248,0,0,0,0
WDR48,float64,248,0,0,0,0
SMARCC2,float64,248,0,0,0,0
NPLOC4,float64,248,0,0,0,0
SPATA20,float64,248,0,0,0,0
GDAP1,float64,248,0,0,0,0
NUBPL,float64,248,0,0,0,0
FBXO30,float64,248,0,0,0,0
SLC35B2,float64,248,0,0,0,0
PUM2,float64,248,0,0,0,0
ITFG1,float64,248,0,0,0,0
GOLGA5,float64,248,0,0,0,0
UBA3,float64,248,0,0,0,0
DNAJB14,float64,248,0,0,0,0
PIP4K2C,float64,248,0,0,0,0
TBC1D15,float64,248,0,0,0,0
RDH11,float64,248,0,0,0,0
LRRC20,float64,248,0,0,0,0
MRPL30,float64,248,0,0,0,0
NT5C,float64,248,0,0,0,0
DENND10,float64,248,0,0,0,0
CIP2A,float64,248,0,0,0,0
STT3B,float64,248,0,0,0,0
PNPT1,float64,248,0,0,0,0
HM13,float64,248,0,0,0,0
BICD2,float64,248,0,0,0,0
NEK9,float64,248,0,0,0,0
CHD6,float64,248,0,0,0,0
GPT2,float64,248,0,0,0,0
DTX3L,float64,248,0,0,0,0
DDX54,float64,248,0,0,0,0
CHD5,float64,248,0,0,0,0
DLG5,float64,248,0,0,0,0
BRIX1,float64,248,0,0,0,0
RNASEH2C,float64,248,0,0,0,0
NEK7,float64,248,0,0,0,0
RB1CC1,float64,248,0,0,0,0
EPS8L1,float64,248,0,0,0,0
SSH3,float64,248,0,0,0,0
DTD1,float64,248,0,0,0,0
UTP15,float64,248,0,0,0,0
GPX8,float64,248,0,0,0,0
NUP210,float64,248,0,0,0,0
GEMIN5,float64,248,0,0,0,0
ARHGEF40,float64,248,0,0,0,0
PARD3,float64,248,0,0,0,0
IPO4,float64,248,0,0,0,0
USP33,float64,248,0,0,0,0
PNISR,float64,248,0,0,0,0
PPP4R1,float64,248,0,0,0,0
UBASH3B,float64,248,0,0,0,0
ZNF384,float64,248,0,0,0,0
WIPF2,float64,248,0,0,0,0
NOC3L,float64,248,0,0,0,0
SCARB1,float64,248,0,0,0,0
COG1,float64,248,0,0,0,0
SCFD2,float64,248,0,0,0,0
SMAP2,float64,248,0,0,0,0
ZC3H15,float64,248,0,0,0,0
PPIL4,float64,248,0,0,0,0
GTF3C2,float64,248,0,0,0,0
PHF10,float64,248,0,0,0,0
RAB2B,float64,248,0,0,0,0
CCDC12,float64,248,0,0,0,0
PPP1R13L,float64,248,0,0,0,0
TMEM263,float64,248,0,0,0,0
PTPMT1,float64,248,0,0,0,0
NUP133,float64,248,0,0,0,0
PDCD6IP,float64,248,0,0,0,0
UBTD2,float64,248,0,0,0,0
FBLIM1,float64,248,0,0,0,0
BRK1,float64,248,0,0,0,0
CHAC2,float64,248,0,0,0,0
CHMP7,float64,248,0,0,0,0
THEM6,float64,248,0,0,0,0
BCL7C,float64,248,0,0,0,0
SNX33,float64,248,0,0,0,0
NUDT8,float64,248,0,0,0,0
CHTF18,float64,248,0,0,0,0
LEO1,float64,248,0,0,0,0
DCAKD,float64,248,0,0,0,0
NUDCD2,float64,248,0,0,0,0
SNRNP27,float64,248,0,0,0,0
SKA2,float64,248,0,0,0,0
TFB1M,float64,248,0,0,0,0
STAG1,float64,248,0,0,0,0
SCFD1,float64,248,0,0,0,0
CANT1,float64,248,0,0,0,0
TRAPPC12,float64,248,0,0,0,0
HNRNPLL,float64,248,0,0,0,0
UBLCP1,float64,248,0,0,0,0
PCNP,float64,248,0,0,0,0
SPRYD4,float64,248,0,0,0,0
MAIP1,float64,248,0,0,0,0
TRUB1,float64,248,0,0,0,0
SLC44A1,float64,248,0,0,0,0
CKAP2,float64,248,0,0,0,0
ATXN2L,float64,248,0,0,0,0
PHIP,float64,248,0,0,0,0
RTN4IP1,float64,248,0,0,0,0
PRPF31,float64,248,0,0,0,0
NELFB,float64,248,0,0,0,0
PALLD,float64,248,0,0,0,0
RUFY2,float64,248,0,0,0,0
SREK1,float64,248,0,0,0,0
GEMIN6,float64,248,0,0,0,0
CASKIN2,float64,248,0,0,0,0
PSPC1,float64,248,0,0,0,0
SYNE2,float64,248,0,0,0,0
GATAD2B,float64,248,0,0,0,0
PIBF1,float64,248,0,0,0,0
DNAJC9,float64,248,0,0,0,0
BRI3BP,float64,248,0,0,0,0
BBX,float64,248,0,0,0,0
CTNNBL1,float64,248,0,0,0,0
KAT6B,float64,248,0,0,0,0
AHCTF1,float64,248,0,0,0,0
DGCR8,float64,248,0,0,0,0
OVCA2,float64,248,0,0,0,0
LZIC,float64,248,0,0,0,0
IRGQ,float64,248,0,0,0,0
DDB2,float64,248,0,0,0,0
SMPDL3B,float64,248,0,0,0,0
DDX1,float64,248,0,0,0,0
HSD17B8,float64,248,0,0,0,0
PIEZO1,float64,248,0,0,0,0
FAM3C,float64,248,0,0,0,0
H1-10,float64,248,0,0,0,0
PSMF1,float64,248,0,0,0,0
SLC7A6,float64,248,0,0,0,0
GBF1,float64,248,0,0,0,0
SMG7,float64,248,0,0,0,0
RTF1,float64,248,0,0,0,0
NCSTN,float64,248,0,0,0,0
TM9SF4,float64,248,0,0,0,0
TMEM131,float64,248,0,0,0,0
TOPBP1,float64,248,0,0,0,0
MRPS27,float64,248,0,0,0,0
BAP1,float64,248,0,0,0,0
AP3S1,float64,248,0,0,0,0
TSC1,float64,248,0,0,0,0
UBXN4,float64,248,0,0,0,0
PHF3,float64,248,0,0,0,0
NDRG1,float64,248,0,0,0,0
HSPH1,float64,248,0,0,0,0
SEPTIN8,float64,248,0,0,0,0
CNOT9,float64,248,0,0,0,0
TBC1D5,float64,248,0,0,0,0
ZNF592,float64,248,0,0,0,0
MYO18A,float64,248,0,0,0,0
GCN1,float64,248,0,0,0,0
ARHGAP45,float64,248,0,0,0,0
DHX38,float64,248,0,0,0,0
NUP205,float64,248,0,0,0,0
ANKS1A,float64,248,0,0,0,0
PXDN,float64,248,0,0,0,0
PIGK,float64,248,0,0,0,0
MRPS31,float64,248,0,0,0,0
AKAP1,float64,248,0,0,0,0
SORL1,float64,248,0,0,0,0
ANP32B,float64,248,0,0,0,0
NECTIN2,float64,248,0,0,0,0
RABGGTA,float64,248,0,0,0,0
PRCC,float64,248,0,0,0,0
TFG,float64,248,0,0,0,0
ARPC1A,float64,248,0,0,0,0
GTF2H4,float64,248,0,0,0,0
RREB1,float64,248,0,0,0,0
STAM,float64,248,0,0,0,0
DPF2,float64,248,0,0,0,0
P3H4,float64,248,0,0,0,0
CREBBP,float64,248,0,0,0,0
SYMPK,float64,248,0,0,0,0
EZH1,float64,248,0,0,0,0
TAF15,float64,248,0,0,0,0
GOLGA1,float64,248,0,0,0,0
EVPL,float64,248,0,0,0,0
GGH,float64,248,0,0,0,0
CORO2A,float64,248,0,0,0,0
DDX17,float64,248,0,0,0,0
BCL2L2,float64,248,0,0,0,0
TANK,float64,248,0,0,0,0
NEO1,float64,248,0,0,0,0
APBB2,float64,248,0,0,0,0
PMM1,float64,248,0,0,0,0
RAD50,float64,248,0,0,0,0
OSTF1,float64,248,0,0,0,0
UFD1,float64,248,0,0,0,0
GLG1,float64,248,0,0,0,0
UPF1,float64,248,0,0,0,0
COPS5,float64,248,0,0,0,0
GPKOW,float64,248,0,0,0,0
SMARCC1,float64,248,0,0,0,0
SMARCD2,float64,248,0,0,0,0
RAB1C,float64,248,0,0,0,0
BAD,float64,248,0,0,0,0
KHSRP,float64,248,0,0,0,0
GCDH,float64,248,0,0,0,0
TNPO1,float64,248,0,0,0,0
ARHGEF2,float64,248,0,0,0,0
EMG1,float64,248,0,0,0,0
CLP1,float64,248,0,0,0,0
GLMN,float64,248,0,0,0,0
USP9X,float64,248,0,0,0,0
USP7,float64,248,0,0,0,0
CUL5,float64,248,0,0,0,0
STMN2,float64,248,0,0,0,0
ATP6V0A1,float64,248,0,0,0,0
LPP,float64,248,0,0,0,0
MED12,float64,248,0,0,0,0
SCAMP4,float64,248,0,0,0,0
SMARCE1,float64,248,0,0,0,0
CAVIN3,float64,248,0,0,0,0
MYDGF,float64,248,0,0,0,0
BORCS5,float64,248,0,0,0,0
PIGT,float64,248,0,0,0,0
IGSF8,float64,248,0,0,0,0
RAB24,float64,248,0,0,0,0
ZNF622,float64,248,0,0,0,0
GFM2,float64,248,0,0,0,0
NT5C3B,float64,248,0,0,0,0
WBP2,float64,248,0,0,0,0
PSMG2,float64,248,0,0,0,0
NCLN,float64,248,0,0,0,0
ERGIC1,float64,248,0,0,0,0
UTP4,float64,248,0,0,0,0
GTPBP3,float64,248,0,0,0,0
TBRG4,float64,248,0,0,0,0
H2BC1,float64,248,0,0,0,0
FAM162A,float64,248,0,0,0,0
CCDC47,float64,248,0,0,0,0
MRPL24,float64,248,0,0,0,0
SYAP1,float64,248,0,0,0,0
TMEM230,float64,248,0,0,0,0
EXOC4,float64,248,0,0,0,0
MAGOHB,float64,248,0,0,0,0
KIAA1191,float64,248,0,0,0,0
FERMT2,float64,248,0,0,0,0
FUBP1,float64,248,0,0,0,0
LRRC59,float64,248,0,0,0,0
VTI1A,float64,248,0,0,0,0
PBXIP1,float64,248,0,0,0,0
MCUR1,float64,248,0,0,0,0
KIAA1143,float64,248,0,0,0,0
RPE,float64,248,0,0,0,0
VPS33A,float64,248,0,0,0,0
FKBP10,float64,248,0,0,0,0
EXOSC8,float64,248,0,0,0,0
AKT1S1,float64,248,0,0,0,0
BORCS7,float64,248,0,0,0,0
SH3KBP1,float64,248,0,0,0,0
PHF21A,float64,248,0,0,0,0
AIDA,float64,248,0,0,0,0
PINX1,float64,248,0,0,0,0
OTULIN,float64,248,0,0,0,0
PPWD1,float64,248,0,0,0,0
CCDC127,float64,248,0,0,0,0
COA7,float64,248,0,0,0,0
PTER,float64,248,0,0,0,0
TAMM41,float64,248,0,0,0,0
LENG1,float64,248,0,0,0,0
FAM136A,float64,248,0,0,0,0
EFHD2,float64,248,0,0,0,0
GALM,float64,248,0,0,0,0
PYCR2,float64,248,0,0,0,0
CUSTOS,float64,248,0,0,0,0
DCPS,float64,248,0,0,0,0
INTS12,float64,248,0,0,0,0
NSUN4,float64,248,0,0,0,0
ACSF2,float64,248,0,0,0,0
ISOC1,float64,248,0,0,0,0
GCC1,float64,248,0,0,0,0
FLYWCH2,float64,248,0,0,0,0
HAUS1,float64,248,0,0,0,0
FAF2,float64,248,0,0,0,0
CCDC124,float64,248,0,0,0,0
FOXRED1,float64,248,0,0,0,0
OPTN,float64,248,0,0,0,0
AP2M1,float64,248,0,0,0,0
TUBGCP3,float64,248,0,0,0,0
NMD3,float64,248,0,0,0,0
COQ8B,float64,248,0,0,0,0
REPS1,float64,248,0,0,0,0
DNAJC19,float64,248,0,0,0,0
RMDN1,float64,248,0,0,0,0
ESS2,float64,248,0,0,0,0
CMBL,float64,248,0,0,0,0
SNRNP40,float64,248,0,0,0,0
MRPL38,float64,248,0,0,0,0
ERLEC1,float64,248,0,0,0,0
MRRF,float64,248,0,0,0,0
MTERF3,float64,248,0,0,0,0
RBMXL1,float64,248,0,0,0,0
SIRT1,float64,248,0,0,0,0
SEH1L,float64,248,0,0,0,0
MALSU1,float64,248,0,0,0,0
TCEAL4,float64,248,0,0,0,0
KIFBP,float64,248,0,0,0,0
GNPNAT1,float64,248,0,0,0,0
FAM120B,float64,248,0,0,0,0
KTI12,float64,248,0,0,0,0
MRPL53,float64,248,0,0,0,0
L3HYPDH,float64,248,0,0,0,0
RNF31,float64,248,0,0,0,0
DAZAP1,float64,248,0,0,0,0
SGTB,float64,248,0,0,0,0
SAAL1,float64,248,0,0,0,0
CCDC51,float64,248,0,0,0,0
SGF29,float64,248,0,0,0,0
RRP36,float64,248,0,0,0,0
DTNBP1,float64,248,0,0,0,0
SMIM12,float64,248,0,0,0,0
DNAJA3,float64,248,0,0,0,0
TMA16,float64,248,0,0,0,0
PTCD3,float64,248,0,0,0,0
MMAB,float64,248,0,0,0,0
MCRS1,float64,248,0,0,0,0
CYFIP2,float64,248,0,0,0,0
TRIM11,float64,248,0,0,0,0
CCDC97,float64,248,0,0,0,0
EDC3,float64,248,0,0,0,0
CDCA5,float64,248,0,0,0,0
WDR89,float64,248,0,0,0,0
CPNE2,float64,248,0,0,0,0
S100A16,float64,248,0,0,0,0
SIPA1,float64,248,0,0,0,0
SCRN2,float64,248,0,0,0,0
THOC1,float64,248,0,0,0,0
OTUB1,float64,248,0,0,0,0
TRMT61A,float64,248,0,0,0,0
HMCES,float64,248,0,0,0,0
CHMP6,float64,248,0,0,0,0
PGM2,float64,248,0,0,0,0
IMP4,float64,248,0,0,0,0
CERS2,float64,248,0,0,0,0
MED8,float64,248,0,0,0,0
DUS3L,float64,248,0,0,0,0
LTV1,float64,248,0,0,0,0
SDSL,float64,248,0,0,0,0
MRPL48,float64,248,0,0,0,0
PDXP,float64,248,0,0,0,0
AURKB,float64,248,0,0,0,0
DCUN1D1,float64,248,0,0,0,0
SMARCD1,float64,248,0,0,0,0
TOE1,float64,248,0,0,0,0
RUSF1,float64,248,0,0,0,0
DDX27,float64,248,0,0,0,0
BORCS6,float64,248,0,0,0,0
MARS2,float64,248,0,0,0,0
MASTL,float64,248,0,0,0,0
APIP,float64,248,0,0,0,0
SNF8,float64,248,0,0,0,0
MYO19,float64,248,0,0,0,0
POM121,float64,248,0,0,0,0
TONSL,float64,248,0,0,0,0
PDLIM5,float64,248,0,0,0,0
CRELD1,float64,248,0,0,0,0
ERO1A,float64,248,0,0,0,0
AHCYL2,float64,248,0,0,0,0
DOCK6,float64,248,0,0,0,0
OXNAD1,float64,248,0,0,0,0
CDKN2AIPNL,float64,248,0,0,0,0
PGAM5,float64,248,0,0,0,0
INTS4,float64,248,0,0,0,0
CALM1,float64,248,0,0,0,0
DDRGK1,float64,248,0,0,0,0
DHTKD1,float64,248,0,0,0,0
SCLY,float64,248,0,0,0,0
FUBP3,float64,248,0,0,0,0
RBM17,float64,248,0,0,0,0
RCC1L,float64,248,0,0,0,0
NARS2,float64,248,0,0,0,0
SUCLG2,float64,248,0,0,0,0
AJUBA,float64,248,0,0,0,0
FBXL20,float64,248,0,0,0,0
LRCH3,float64,248,0,0,0,0
GMPPA,float64,248,0,0,0,0
HPDL,float64,248,0,0,0,0
ABHD14B,float64,248,0,0,0,0
NGLY1,float64,248,0,0,0,0
NSL1,float64,248,0,0,0,0
PAWR,float64,248,0,0,0,0
RSRC1,float64,248,0,0,0,0
THOC3,float64,248,0,0,0,0
ITCH,float64,248,0,0,0,0
KIRREL1,float64,248,0,0,0,0
COG3,float64,248,0,0,0,0
CDK5RAP3,float64,248,0,0,0,0
VPS50,float64,248,0,0,0,0
VCPIP1,float64,248,0,0,0,0
ELMO2,float64,248,0,0,0,0
TMX3,float64,248,0,0,0,0
ZNF462,float64,248,0,0,0,0
CHAMP1,float64,248,0,0,0,0
L3MBTL3,float64,248,0,0,0,0
NEURL4,float64,248,0,0,0,0
CLMN,float64,248,0,0,0,0
PDLIM2,float64,248,0,0,0,0
BTF3L4,float64,248,0,0,0,0
ZFYVE19,float64,248,0,0,0,0
TMEM87B,float64,248,0,0,0,0
USP47,float64,248,0,0,0,0
CLPTM1L,float64,248,0,0,0,0
PBK,float64,248,0,0,0,0
DNAJC1,float64,248,0,0,0,0
SCYL1,float64,248,0,0,0,0
ZNF512B,float64,248,0,0,0,0
LRATD2,float64,248,0,0,0,0
EXOC2,float64,248,0,0,0,0
CNDP2,float64,248,0,0,0,0
EHMT2,float64,248,0,0,0,0
ZFR,float64,248,0,0,0,0
NSD1,float64,248,0,0,0,0
EP400,float64,248,0,0,0,0
SNX27,float64,248,0,0,0,0
KIF16B,float64,248,0,0,0,0
IFT74,float64,248,0,0,0,0
TRIM47,float64,248,0,0,0,0
DHRS1,float64,248,0,0,0,0
UBE2E2,float64,248,0,0,0,0
CARD19,float64,248,0,0,0,0
PRRC1,float64,248,0,0,0,0
FBXL18,float64,248,0,0,0,0
ZNF512,float64,248,0,0,0,0
NSMCE2,float64,248,0,0,0,0
NSMCE3,float64,248,0,0,0,0
YTHDC1,float64,248,0,0,0,0
CCDC43,float64,248,0,0,0,0
COG8,float64,248,0,0,0,0
DNAAF10,float64,248,0,0,0,0
NOL4L,float64,248,0,0,0,0
MBOAT7,float64,248,0,0,0,0
DOCK7,float64,248,0,0,0,0
ZNF830,float64,248,0,0,0,0
ZMAT2,float64,248,0,0,0,0
CCDC115,float64,248,0,0,0,0
ANKRD27,float64,248,0,0,0,0
NSUN5,float64,248,0,0,0,0
RPRD1A,float64,248,0,0,0,0
ARAP1,float64,248,0,0,0,0
IPO9,float64,248,0,0,0,0
DCBLD2,float64,248,0,0,0,0
ARHGEF17,float64,248,0,0,0,0
MCEE,float64,248,0,0,0,0
RBM14,float64,248,0,0,0,0
UHRF2,float64,248,0,0,0,0
NEDD4L,float64,248,0,0,0,0
QKI,float64,248,0,0,0,0
LENG8,float64,248,0,0,0,0
FMNL2,float64,248,0,0,0,0
PUS7,float64,248,0,0,0,0
TRNT1,float64,248,0,0,0,0
TMEM237,float64,248,0,0,0,0
KIF20B,float64,248,0,0,0,0
PPP1R10,float64,248,0,0,0,0
FYTTD1,float64,248,0,0,0,0
VPS35,float64,248,0,0,0,0
PURB,float64,248,0,0,0,0
PHF12,float64,248,0,0,0,0
MAGI1,float64,248,0,0,0,0
PANX1,float64,248,0,0,0,0
NACC1,float64,248,0,0,0,0
SNX18,float64,248,0,0,0,0
UIMC1,float64,248,0,0,0,0
VPS13A,float64,248,0,0,0,0
MED15,float64,248,0,0,0,0
GFM1,float64,248,0,0,0,0
ERGIC2,float64,248,0,0,0,0
MCCC1,float64,248,0,0,0,0
TGS1,float64,248,0,0,0,0
NUDCD1,float64,248,0,0,0,0
ERBIN,float64,248,0,0,0,0
CTAGE1,float64,248,0,0,0,0
USP28,float64,248,0,0,0,0
FNBP1,float64,248,0,0,0,0
METTL26,float64,248,0,0,0,0
PIGS,float64,248,0,0,0,0
WRNIP1,float64,248,0,0,0,0
RANBP9,float64,248,0,0,0,0
CLCC1,float64,248,0,0,0,0
PPP1R9B,float64,248,0,0,0,0
SRPK1,float64,248,0,0,0,0
SMC6,float64,248,0,0,0,0
STRBP,float64,248,0,0,0,0
TMEM209,float64,248,0,0,0,0
CDK5RAP2,float64,248,0,0,0,0
CYP2S1,float64,248,0,0,0,0
IWS1,float64,248,0,0,0,0
SIN3A,float64,248,0,0,0,0
OSBPL9,float64,248,0,0,0,0
CRBN,float64,248,0,0,0,0
INTS14,float64,248,0,0,0,0
ADO,float64,248,0,0,0,0
CDK5RAP1,float64,248,0,0,0,0
RSF1,float64,248,0,0,0,0
RBM15,float64,248,0,0,0,0
RUFY1,float64,248,0,0,0,0
SPEN,float64,248,0,0,0,0
PNKP,float64,248,0,0,0,0
MMS19,float64,248,0,0,0,0
UHRF1,float64,248,0,0,0,0
NIBAN2,float64,248,0,0,0,0
YME1L1,float64,248,0,0,0,0
RMDN3,float64,248,0,0,0,0
MYCBP,float64,248,0,0,0,0
TBCB,float64,248,0,0,0,0
PSMB7,float64,248,0,0,0,0
CNN2,float64,248,0,0,0,0
SEC62,float64,248,0,0,0,0
PCYT2,float64,248,0,0,0,0
CDC5L,float64,248,0,0,0,0
PSMD1,float64,248,0,0,0,0
SDF2,float64,248,0,0,0,0
PFDN5,float64,248,0,0,0,0
RNF2,float64,248,0,0,0,0
PARK7,float64,248,0,0,0,0
NEU1,float64,248,0,0,0,0
SORT1,float64,248,0,0,0,0
VAT1,float64,248,0,0,0,0
LGMN,float64,248,0,0,0,0
PLIN2,float64,248,0,0,0,0
DNAJC2,float64,248,0,0,0,0
MPHOSPH6,float64,248,0,0,0,0
MPHOSPH8,float64,248,0,0,0,0
NUP88,float64,248,0,0,0,0
PKP4,float64,248,0,0,0,0
PIK3R4,float64,248,0,0,0,0
POP1,float64,248,0,0,0,0
S100A13,float64,248,0,0,0,0
SCAF11,float64,248,0,0,0,0
TSNAX,float64,248,0,0,0,0
SEPHS2,float64,248,0,0,0,0
EIF3C,float64,248,0,0,0,0
TTC1,float64,248,0,0,0,0
DNAJC7,float64,248,0,0,0,0
PHB2,float64,248,0,0,0,0
COPS8,float64,248,0,0,0,0
PRPF18,float64,248,0,0,0,0
SDHC,float64,248,0,0,0,0
CHP1,float64,248,0,0,0,0
KIF2C,float64,248,0,0,0,0
MTR,float64,248,0,0,0,0
HSD17B10,float64,248,0,0,0,0
COL12A1,float64,248,0,0,0,0
HNRNPAB,float64,248,0,0,0,0
NAP1L4,float64,248,0,0,0,0
NAPG,float64,248,0,0,0,0
PIP5K1A,float64,248,0,0,0,0
MIPEP,float64,248,0,0,0,0
ACO2,float64,248,0,0,0,0
TM9SF2,float64,248,0,0,0,0
COQ7,float64,248,0,0,0,0
SLC29A1,float64,248,0,0,0,0
TSG101,float64,248,0,0,0,0
CIB1,float64,248,0,0,0,0
CPNE1,float64,248,0,0,0,0
CCT7,float64,248,0,0,0,0
MYD88,float64,248,0,0,0,0
EBNA1BP2,float64,248,0,0,0,0
HAUS7,float64,248,0,0,0,0
PRMT1,float64,248,0,0,0,0
H2BC14,float64,248,0,0,0,0
BAG1,float64,248,0,0,0,0
RNF5,float64,248,0,0,0,0
PKP2,float64,248,0,0,0,0
SH3GL1,float64,248,0,0,0,0
VRK1,float64,248,0,0,0,0
AKAP9,float64,248,0,0,0,0
NIPSNAP1,float64,248,0,0,0,0
NCAPG,float64,248,0,0,0,0
