,dtype,n_values,n_nan_total,n_non_numeric_values,n_posinf,n_neginf
BRI3BP,float64,248,0,0,0,0
IFNE,float64,248,0,0,0,0
SLC22A10,float64,248,0,0,0,0
DGAT1,float64,248,0,0,0,0
RFX6,float64,248,0,0,0,0
ROBO2,float64,248,0,0,0,0
AP3M1,float64,248,0,0,0,0
F8,float64,248,0,0,0,0
NT5C1B,float64,248,0,0,0,0
CA13,float64,248,0,0,0,0
UBOX5,float64,248,0,0,0,0
MAFF,float64,248,0,0,0,0
BRF1,float64,248,0,0,0,0
LRRC14B,float64,248,0,0,0,0
SEMA4B,float64,248,0,0,0,0
MROH2A,float64,248,0,0,0,0
SPDYE16,float64,248,0,0,0,0
CIB1,float64,248,0,0,0,0
ANKS1B,float64,248,0,0,0,0
NELFA,float64,248,0,0,0,0
SLC24A3,float64,248,0,0,0,0
SGCZ,float64,248,0,0,0,0
EFCAB10,float64,248,0,0,0,0
C5orf47,float64,248,0,0,0,0
KRT76,float64,248,0,0,0,0
FLRT2,float64,248,0,0,0,0
INTS5,float64,248,0,0,0,0
RPS27L,float64,248,0,0,0,0
MANEAL,float64,248,0,0,0,0
ADSS1,float64,248,0,0,0,0
ANO9,float64,248,0,0,0,0
FAF1,float64,248,0,0,0,0
MYADML2,float64,248,0,0,0,0
FAM43A,float64,248,0,0,0,0
NSMCE3,float64,248,0,0,0,0
HSF1,float64,248,0,0,0,0
C6orf120,float64,248,0,0,0,0
PURA,float64,248,0,0,0,0
H2BC13,float64,248,0,0,0,0
INPP5J,float64,248,0,0,0,0
NPY2R,float64,248,0,0,0,0
MIXL1,float64,248,0,0,0,0
MFSD6L,float64,248,0,0,0,0
LRRC37B,float64,248,0,0,0,0
DDX51,float64,248,0,0,0,0
NOMO2,float64,248,0,0,0,0
AQP12B,float64,248,0,0,0,0
ZNF479,float64,248,0,0,0,0
SIGIRR,float64,248,0,0,0,0
NRBP2,float64,248,0,0,0,0
PRSS57,float64,248,0,0,0,0
IFITM2,float64,248,0,0,0,0
TNFAIP2,float64,248,0,0,0,0
ZNF445,float64,248,0,0,0,0
PGBD2,float64,248,0,0,0,0
TCEAL9,float64,248,0,0,0,0
MC2R,float64,248,0,0,0,0
RAB11B,float64,248,0,0,0,0
PRMT3,float64,248,0,0,0,0
GP1BA,float64,248,0,0,0,0
PRPF39,float64,248,0,0,0,0
MAGEA11,float64,248,0,0,0,0
PPIL6,float64,248,0,0,0,0
ZNF74,float64,248,0,0,0,0
KIAA0825,float64,248,0,0,0,0
UBALD2,float64,248,0,0,0,0
CIMIP4,float64,248,0,0,0,0
CDNF,float64,248,0,0,0,0
NOTUM,float64,248,0,0,0,0
KLHL33,float64,248,0,0,0,0
RBM11,float64,248,0,0,0,0
GALNT17,float64,248,0,0,0,0
ZBTB37,float64,248,0,0,0,0
NUPR2,float64,248,0,0,0,0
IL3RA,float64,248,0,0,0,0
SPPL2C,float64,248,0,0,0,0
CCDC137,float64,248,0,0,0,0
SFTPA2,float64,248,0,0,0,0
RGPD2,float64,248,0,0,0,0
ARL15,float64,248,0,0,0,0
C12orf56,float64,248,0,0,0,0
SCN10A,float64,248,0,0,0,0
CDK10,float64,248,0,0,0,0
SOCS1,float64,248,0,0,0,0
TCN2,float64,248,0,0,0,0
GAS2L1,float64,248,0,0,0,0
ATP6V0A2,float64,248,0,0,0,0
PRKN,float64,248,0,0,0,0
TEDC1,float64,248,0,0,0,0
HS6ST3,float64,248,0,0,0,0
HGS,float64,248,0,0,0,0
TNFAIP8L1,float64,248,0,0,0,0
OR2V1,float64,248,0,0,0,0
RAD51D,float64,248,0,0,0,0
OR7A17,float64,248,0,0,0,0
MAPK11,float64,248,0,0,0,0
SP140L,float64,248,0,0,0,0
MRPL30,float64,248,0,0,0,0
TARS3,float64,248,0,0,0,0
SMYD3,float64,248,0,0,0,0
TMT1A,float64,248,0,0,0,0
IFNLR1,float64,248,0,0,0,0
SH3BGR,float64,248,0,0,0,0
FAM174B,float64,248,0,0,0,0
FAM47A,float64,248,0,0,0,0
ZSWIM9,float64,248,0,0,0,0
KPNA7,float64,248,0,0,0,0
TMEM179B,float64,248,0,0,0,0
GPRIN3,float64,248,0,0,0,0
KRT6B,float64,248,0,0,0,0
PARPBP,float64,248,0,0,0,0
STAC3,float64,248,0,0,0,0
ROR1,float64,248,0,0,0,0
MUC1,float64,248,0,0,0,0
FAAP100,float64,248,0,0,0,0
IRF7,float64,248,0,0,0,0
L3MBTL1,float64,248,0,0,0,0
BRCC3,float64,248,0,0,0,0
SV2B,float64,248,0,0,0,0
FAM131C,float64,248,0,0,0,0
LMNTD2,float64,248,0,0,0,0
SPATA45,float64,248,0,0,0,0
PDE6G,float64,248,0,0,0,0
PRKG1,float64,248,0,0,0,0
NR2F2,float64,248,0,0,0,0
DLK1,float64,248,0,0,0,0
TLCD2,float64,248,0,0,0,0
LSAMP,float64,248,0,0,0,0
AHNAK2,float64,248,0,0,0,0
OLFML2A,float64,248,0,0,0,0
SP1,float64,248,0,0,0,0
MRPL40,float64,248,0,0,0,0
DBX2,float64,248,0,0,0,0
INKA1,float64,248,0,0,0,0
PDIA2,float64,248,0,0,0,0
PCGF3,float64,248,0,0,0,0
LMLN,float64,248,0,0,0,0
P4HB,float64,248,0,0,0,0
PSMD13,float64,248,0,0,0,0
PBX1,float64,248,0,0,0,0
NDUFA4L2,float64,248,0,0,0,0
SHC4,float64,248,0,0,0,0
KRT79,float64,248,0,0,0,0
ZFP36L1,float64,248,0,0,0,0
UBE2L3,float64,248,0,0,0,0
NTF3,float64,248,0,0,0,0
BRWD1,float64,248,0,0,0,0
SMIM23,float64,248,0,0,0,0
PMEL,float64,248,0,0,0,0
SYN3,float64,248,0,0,0,0
POU3F1,float64,248,0,0,0,0
SNAI3,float64,248,0,0,0,0
ZBTB3,float64,248,0,0,0,0
LYG2,float64,248,0,0,0,0
MORN5,float64,248,0,0,0,0
PRAME,float64,248,0,0,0,0
MYBL1,float64,248,0,0,0,0
MOSMO,float64,248,0,0,0,0
DRG1,float64,248,0,0,0,0
ANKFY1,float64,248,0,0,0,0
YTHDF3,float64,248,0,0,0,0
ZNF696,float64,248,0,0,0,0
ADARB2,float64,248,0,0,0,0
NRG3,float64,248,0,0,0,0
SRL,float64,248,0,0,0,0
C11orf87,float64,248,0,0,0,0
IFIT1,float64,248,0,0,0,0
CXorf38,float64,248,0,0,0,0
CLDN24,float64,248,0,0,0,0
KCNQ5,float64,248,0,0,0,0
ADAMTSL5,float64,248,0,0,0,0
KCNIP4,float64,248,0,0,0,0
SPATA31A6,float64,248,0,0,0,0
MORF4L1,float64,248,0,0,0,0
NLRP9,float64,248,0,0,0,0
WDR53,float64,248,0,0,0,0
DMWD,float64,248,0,0,0,0
SLC52A2,float64,248,0,0,0,0
PIGP,float64,248,0,0,0,0
IKZF1,float64,248,0,0,0,0
PCYT2,float64,248,0,0,0,0
NAT8L,float64,248,0,0,0,0
OR6C76,float64,248,0,0,0,0
NPAP1,float64,248,0,0,0,0
BCAP31,float64,248,0,0,0,0
ARL17A,float64,248,0,0,0,0
GNB1L,float64,248,0,0,0,0
DNAH14,float64,248,0,0,0,0
CCDC190,float64,248,0,0,0,0
EVI2B,float64,248,0,0,0,0
TMEM210,float64,248,0,0,0,0
NPIPB4,float64,248,0,0,0,0
ZNF829,float64,248,0,0,0,0
TMPRSS11B,float64,248,0,0,0,0
THNSL1,float64,248,0,0,0,0
TRIM69,float64,248,0,0,0,0
ATP6V0C,float64,248,0,0,0,0
IFITM1,float64,248,0,0,0,0
PRSS38,float64,248,0,0,0,0
BPY2C,float64,248,0,0,0,0
LAMP1,float64,248,0,0,0,0
FFAR3,float64,248,0,0,0,0
TAS2R60,float64,248,0,0,0,0
POMK,float64,248,0,0,0,0
C16orf54,float64,248,0,0,0,0
KLHDC8B,float64,248,0,0,0,0
KLHL34,float64,248,0,0,0,0
SETD4,float64,248,0,0,0,0
PTCH1,float64,248,0,0,0,0
RTN4RL1,float64,248,0,0,0,0
OR4C46,float64,248,0,0,0,0
CALHM1,float64,248,0,0,0,0
KRTAP5-5,float64,248,0,0,0,0
NKAIN3,float64,248,0,0,0,0
RNPC3,float64,248,0,0,0,0
ZNF267,float64,248,0,0,0,0
IRS2,float64,248,0,0,0,0
SPACDR,float64,248,0,0,0,0
FAM186A,float64,248,0,0,0,0
SHOX,float64,248,0,0,0,0
LCE3A,float64,248,0,0,0,0
BICD2,float64,248,0,0,0,0
LCE3E,float64,248,0,0,0,0
CCIN,float64,248,0,0,0,0
TMLHE,float64,248,0,0,0,0
GRK1,float64,248,0,0,0,0
DEFB128,float64,248,0,0,0,0
SLITRK2,float64,248,0,0,0,0
PLK5,float64,248,0,0,0,0
RASA3,float64,248,0,0,0,0
LRCH3,float64,248,0,0,0,0
LEMD1,float64,248,0,0,0,0
ATP4B,float64,248,0,0,0,0
NDUFA13,float64,248,0,0,0,0
ZNF566,float64,248,0,0,0,0
ZNF529,float64,248,0,0,0,0
ZNF284,float64,248,0,0,0,0
HTR3E,float64,248,0,0,0,0
DLEU7,float64,248,0,0,0,0
KRT73,float64,248,0,0,0,0
TAL2,float64,248,0,0,0,0
AIDA,float64,248,0,0,0,0
CDIN1,float64,248,0,0,0,0
CD300LF,float64,248,0,0,0,0
ZPBP2,float64,248,0,0,0,0
KRT5,float64,248,0,0,0,0
NBPF6,float64,248,0,0,0,0
GSAP,float64,248,0,0,0,0
HTR3D,float64,248,0,0,0,0
OR4F5,float64,248,0,0,0,0
AGBL4,float64,248,0,0,0,0
ARGFX,float64,248,0,0,0,0
CYP2R1,float64,248,0,0,0,0
LRRC70,float64,248,0,0,0,0
ANKRD46,float64,248,0,0,0,0
PIP5K1C,float64,248,0,0,0,0
OR5D14,float64,248,0,0,0,0
CYP4F2,float64,248,0,0,0,0
TEX38,float64,248,0,0,0,0
OR5D18,float64,248,0,0,0,0
ZBTB6,float64,248,0,0,0,0
C2orf76,float64,248,0,0,0,0
TAS2R42,float64,248,0,0,0,0
POLR3C,float64,248,0,0,0,0
PRR30,float64,248,0,0,0,0
DEFB131A,float64,248,0,0,0,0
UBL4B,float64,248,0,0,0,0
WWOX,float64,248,0,0,0,0
CYP4Z1,float64,248,0,0,0,0
CENATAC,float64,248,0,0,0,0
BCL9L,float64,248,0,0,0,0
POLR1D,float64,248,0,0,0,0
KIF18B,float64,248,0,0,0,0
ZNRF1,float64,248,0,0,0,0
FFAR4,float64,248,0,0,0,0
BPIFB3,float64,248,0,0,0,0
BPIFB4,float64,248,0,0,0,0
SAPCD2,float64,248,0,0,0,0
EDARADD,float64,248,0,0,0,0
SLC51B,float64,248,0,0,0,0
CYP4F12,float64,248,0,0,0,0
MTARC1,float64,248,0,0,0,0
LCE5A,float64,248,0,0,0,0
SOWAHB,float64,248,0,0,0,0
BLOC1S4,float64,248,0,0,0,0
LCE1E,float64,248,0,0,0,0
ZNF749,float64,248,0,0,0,0
KLHL32,float64,248,0,0,0,0
MRTFB,float64,248,0,0,0,0
BTLA,float64,248,0,0,0,0
ZNF17,float64,248,0,0,0,0
KDM4D,float64,248,0,0,0,0
GPAT2,float64,248,0,0,0,0
TOR3A,float64,248,0,0,0,0
PABPC1L2A,float64,248,0,0,0,0
GABRA5,float64,248,0,0,0,0
PPP1CC,float64,248,0,0,0,0
ZNF555,float64,248,0,0,0,0
OR10T2,float64,248,0,0,0,0
NAP1L3,float64,248,0,0,0,0
PRELID2,float64,248,0,0,0,0
BACE1,float64,248,0,0,0,0
RGS9BP,float64,248,0,0,0,0
TMEM212,float64,248,0,0,0,0
SLC36A3,float64,248,0,0,0,0
SLC36A2,float64,248,0,0,0,0
THBS2,float64,248,0,0,0,0
RXRA,float64,248,0,0,0,0
ANKRD37,float64,248,0,0,0,0
NUDT17,float64,248,0,0,0,0
MINAR2,float64,248,0,0,0,0
ZNF75D,float64,248,0,0,0,0
CYP4X1,float64,248,0,0,0,0
KRT26,float64,248,0,0,0,0
KRT10,float64,248,0,0,0,0
GOLGA8R,float64,248,0,0,0,0
CD300E,float64,248,0,0,0,0
CCDC30,float64,248,0,0,0,0
NKRF,float64,248,0,0,0,0
GLDN,float64,248,0,0,0,0
FCAR,float64,248,0,0,0,0
KPNA4,float64,248,0,0,0,0
TRDN,float64,248,0,0,0,0
OR6P1,float64,248,0,0,0,0
KRT3,float64,248,0,0,0,0
ZNF501,float64,248,0,0,0,0
ZNF197,float64,248,0,0,0,0
SPATA12,float64,248,0,0,0,0
TMPRSS12,float64,248,0,0,0,0
FAM228A,float64,248,0,0,0,0
DEFB132,float64,248,0,0,0,0
NAP1L2,float64,248,0,0,0,0
RPS23,float64,248,0,0,0,0
GNG2,float64,248,0,0,0,0
BTN3A2,float64,248,0,0,0,0
AKAP14,float64,248,0,0,0,0
PCLO,float64,248,0,0,0,0
KLK12,float64,248,0,0,0,0
RGS7BP,float64,248,0,0,0,0
INSIG1,float64,248,0,0,0,0
MYT1L,float64,248,0,0,0,0
ZNF396,float64,248,0,0,0,0
TMEM222,float64,248,0,0,0,0
OR9Q1,float64,248,0,0,0,0
CLCNKA,float64,248,0,0,0,0
OR9Q2,float64,248,0,0,0,0
ARHGAP30,float64,248,0,0,0,0
SEPTIN10,float64,248,0,0,0,0
FAM86B1,float64,248,0,0,0,0
CYP4F8,float64,248,0,0,0,0
CYP4F3,float64,248,0,0,0,0
SMYD4,float64,248,0,0,0,0
DEFB105A,float64,248,0,0,0,0
FOXD2,float64,248,0,0,0,0
GPATCH8,float64,248,0,0,0,0
CEACAM19,float64,248,0,0,0,0
DEFB107A,float64,248,0,0,0,0
NF2,float64,248,0,0,0,0
SMIM29,float64,248,0,0,0,0
DEFB106A,float64,248,0,0,0,0
SPATC1,float64,248,0,0,0,0
UBE2H,float64,248,0,0,0,0
DEFB105B,float64,248,0,0,0,0
HPDL,float64,248,0,0,0,0
KATNA1,float64,248,0,0,0,0
FSD2,float64,248,0,0,0,0
ARAP1,float64,248,0,0,0,0
KIF24,float64,248,0,0,0,0
PDE2A,float64,248,0,0,0,0
SPDYE17,float64,248,0,0,0,0
CARMIL3,float64,248,0,0,0,0
PRG2,float64,248,0,0,0,0
PRR5,float64,248,0,0,0,0
ZFP91,float64,248,0,0,0,0
C17orf58,float64,248,0,0,0,0
BCDIN3D,float64,248,0,0,0,0
MAGEE2,float64,248,0,0,0,0
CYP27C1,float64,248,0,0,0,0
LYRM7,float64,248,0,0,0,0
CFAP73,float64,248,0,0,0,0
CCDC73,float64,248,0,0,0,0
BCR,float64,248,0,0,0,0
OR10H1,float64,248,0,0,0,0
MPPED1,float64,248,0,0,0,0
FSCN2,float64,248,0,0,0,0
FOXI2,float64,248,0,0,0,0
SPIN4,float64,248,0,0,0,0
ZNF732,float64,248,0,0,0,0
SPIN2B,float64,248,0,0,0,0
SPATA31D3,float64,248,0,0,0,0
FOXE3,float64,248,0,0,0,0
HYAL3,float64,248,0,0,0,0
KCNK18,float64,248,0,0,0,0
IFNA10,float64,248,0,0,0,0
VSIG10L,float64,248,0,0,0,0
CXCR3,float64,248,0,0,0,0
ZNF397,float64,248,0,0,0,0
ZSCAN30,float64,248,0,0,0,0
TPCN1,float64,248,0,0,0,0
LILRB4,float64,248,0,0,0,0
TNFRSF4,float64,248,0,0,0,0
KRT16,float64,248,0,0,0,0
HEXIM1,float64,248,0,0,0,0
SELENOV,float64,248,0,0,0,0
LCE1A,float64,248,0,0,0,0
KRT14,float64,248,0,0,0,0
TRABD2A,float64,248,0,0,0,0
KRTAP17-1,float64,248,0,0,0,0
PDZD7,float64,248,0,0,0,0
POFUT2,float64,248,0,0,0,0
QRFPR,float64,248,0,0,0,0
MAPT,float64,248,0,0,0,0
ERCC6L,float64,248,0,0,0,0
OR13F1,float64,248,0,0,0,0
TMEM17,float64,248,0,0,0,0
TNFRSF18,float64,248,0,0,0,0
FGF3,float64,248,0,0,0,0
C1QL4,float64,248,0,0,0,0
RTN4RL2,float64,248,0,0,0,0
ZDHHC17,float64,248,0,0,0,0
SERPINA11,float64,248,0,0,0,0
P2RY4,float64,248,0,0,0,0
ZNF395,float64,248,0,0,0,0
ZACN,float64,248,0,0,0,0
KRTAP22-1,float64,248,0,0,0,0
KRTAP19-6,float64,248,0,0,0,0
KRTAP6-2,float64,248,0,0,0,0
OR13C8,float64,248,0,0,0,0
PPARA,float64,248,0,0,0,0
TMEM232,float64,248,0,0,0,0
KRTAP19-2,float64,248,0,0,0,0
KRTAP19-4,float64,248,0,0,0,0
KRTAP15-1,float64,248,0,0,0,0
KRTAP13-4,float64,248,0,0,0,0
CFAP144,float64,248,0,0,0,0
EFCAB6,float64,248,0,0,0,0
KRTAP19-5,float64,248,0,0,0,0
KRTAP23-1,float64,248,0,0,0,0
KANK3,float64,248,0,0,0,0
EMID1,float64,248,0,0,0,0
ACTL7A,float64,248,0,0,0,0
KRTAP21-1,float64,248,0,0,0,0
RHD,float64,248,0,0,0,0
ESPN,float64,248,0,0,0,0
PNLIPRP1,float64,248,0,0,0,0
PTRH1,float64,248,0,0,0,0
KRTAP21-2,float64,248,0,0,0,0
SAMD7,float64,248,0,0,0,0
GPR141,float64,248,0,0,0,0
TMPRSS6,float64,248,0,0,0,0
CYP4A11,float64,248,0,0,0,0
TMEM216,float64,248,0,0,0,0
RPS19BP1,float64,248,0,0,0,0
TMPRSS11A,float64,248,0,0,0,0
TMEM262,float64,248,0,0,0,0
C3orf70,float64,248,0,0,0,0
TEAD1,float64,248,0,0,0,0
OR2AK2,float64,248,0,0,0,0
DEFB106B,float64,248,0,0,0,0
PLCD1,float64,248,0,0,0,0
CCK,float64,248,0,0,0,0
ENTPD5,float64,248,0,0,0,0
MITF,float64,248,0,0,0,0
HEATR4,float64,248,0,0,0,0
NAP1L1,float64,248,0,0,0,0
LILRA5,float64,248,0,0,0,0
CMC1,float64,248,0,0,0,0
SLIT1,float64,248,0,0,0,0
LYPD6,float64,248,0,0,0,0
AKR1C1,float64,248,0,0,0,0
VSTM2B,float64,248,0,0,0,0
FOXD3,float64,248,0,0,0,0
SPATA21,float64,248,0,0,0,0
RNF220,float64,248,0,0,0,0
ANGPTL5,float64,248,0,0,0,0
SHTN1,float64,248,0,0,0,0
H1-7,float64,248,0,0,0,0
LCE4A,float64,248,0,0,0,0
LCE2A,float64,248,0,0,0,0
KRTAP12-1,float64,248,0,0,0,0
LCE2C,float64,248,0,0,0,0
ZNF546,float64,248,0,0,0,0
TSPYL4,float64,248,0,0,0,0
DAZ3,float64,248,0,0,0,0
MT1X,float64,248,0,0,0,0
GCNT1,float64,248,0,0,0,0
LCE2D,float64,248,0,0,0,0
SESTD1,float64,248,0,0,0,0
LCE3B,float64,248,0,0,0,0
FNBP1,float64,248,0,0,0,0
DYNC2H1,float64,248,0,0,0,0
KRT12,float64,248,0,0,0,0
MAGED4B,float64,248,0,0,0,0
BCAM,float64,248,0,0,0,0
RSBN1L,float64,248,0,0,0,0
NPSR1,float64,248,0,0,0,0
WDR86,float64,248,0,0,0,0
EPOR,float64,248,0,0,0,0
FAM9C,float64,248,0,0,0,0
KRTAP9-8,float64,248,0,0,0,0
CIDEC,float64,248,0,0,0,0
DCC,float64,248,0,0,0,0
TAF9B,float64,248,0,0,0,0
MAGI2,float64,248,0,0,0,0
LUZP2,float64,248,0,0,0,0
LHFPL3,float64,248,0,0,0,0
CHP1,float64,248,0,0,0,0
FPR3,float64,248,0,0,0,0
H1-6,float64,248,0,0,0,0
C11orf96,float64,248,0,0,0,0
KCNJ11,float64,248,0,0,0,0
CDHR4,float64,248,0,0,0,0
COL4A1,float64,248,0,0,0,0
PLEKHG7,float64,248,0,0,0,0
GJA4,float64,248,0,0,0,0
PTMA,float64,248,0,0,0,0
H2AP,float64,248,0,0,0,0
HSPA14,float64,248,0,0,0,0
ATP13A5,float64,248,0,0,0,0
SIRT7,float64,248,0,0,0,0
PRR27,float64,248,0,0,0,0
IFT140,float64,248,0,0,0,0
POTEG,float64,248,0,0,0,0
PRAMEF10,float64,248,0,0,0,0
AGMO,float64,248,0,0,0,0
SBK2,float64,248,0,0,0,0
CYP26C1,float64,248,0,0,0,0
TLR5,float64,248,0,0,0,0
USP7,float64,248,0,0,0,0
NANOS3,float64,248,0,0,0,0
FOXD4L3,float64,248,0,0,0,0
NHLRC1,float64,248,0,0,0,0
DPPA3,float64,248,0,0,0,0
COX8C,float64,248,0,0,0,0
PLEKHN1,float64,248,0,0,0,0
ZNF385C,float64,248,0,0,0,0
MAGEH1,float64,248,0,0,0,0
TET3,float64,248,0,0,0,0
ZNF286A,float64,248,0,0,0,0
ISG15,float64,248,0,0,0,0
EXD3,float64,248,0,0,0,0
OR5W2,float64,248,0,0,0,0
MYMK,float64,248,0,0,0,0
LIAT1,float64,248,0,0,0,0
ZKSCAN4,float64,248,0,0,0,0
RGPD1,float64,248,0,0,0,0
DHRS4L2,float64,248,0,0,0,0
SAMD11,float64,248,0,0,0,0
PERM1,float64,248,0,0,0,0
VMAC,float64,248,0,0,0,0
C5orf52,float64,248,0,0,0,0
HAPLN4,float64,248,0,0,0,0
ERC2,float64,248,0,0,0,0
B3GLCT,float64,248,0,0,0,0
SPRY4,float64,248,0,0,0,0
ERAS,float64,248,0,0,0,0
TRPV2,float64,248,0,0,0,0
AMTN,float64,248,0,0,0,0
EZHIP,float64,248,0,0,0,0
C2orf88,float64,248,0,0,0,0
OR2T27,float64,248,0,0,0,0
TMEM203,float64,248,0,0,0,0
SLC18A3,float64,248,0,0,0,0
KBTBD12,float64,248,0,0,0,0
THSD4,float64,248,0,0,0,0
DNAJB13,float64,248,0,0,0,0
GABRD,float64,248,0,0,0,0
AMY1C,float64,248,0,0,0,0
TCEA1,float64,248,0,0,0,0
NHEJ1,float64,248,0,0,0,0
FANCA,float64,248,0,0,0,0
SECISBP2,float64,248,0,0,0,0
OR52B6,float64,248,0,0,0,0
C9orf153,float64,248,0,0,0,0
SSX7,float64,248,0,0,0,0
ADH1A,float64,248,0,0,0,0
SEMA4D,float64,248,0,0,0,0
KRTAP10-8,float64,248,0,0,0,0
LIN28B,float64,248,0,0,0,0
DIPK1C,float64,248,0,0,0,0
DNAH17,float64,248,0,0,0,0
MCRS1,float64,248,0,0,0,0
TMEM72,float64,248,0,0,0,0
FANCM,float64,248,0,0,0,0
SPATA31F3,float64,248,0,0,0,0
ZNF70,float64,248,0,0,0,0
CARD9,float64,248,0,0,0,0
PEAR1,float64,248,0,0,0,0
ZFP69B,float64,248,0,0,0,0
TMEM202,float64,248,0,0,0,0
SOWAHD,float64,248,0,0,0,0
ZFP69,float64,248,0,0,0,0
HELT,float64,248,0,0,0,0
RTL4,float64,248,0,0,0,0
TMEM220,float64,248,0,0,0,0
C2orf78,float64,248,0,0,0,0
H1-2,float64,248,0,0,0,0
PLSCR3,float64,248,0,0,0,0
EIF4EBP1,float64,248,0,0,0,0
P2RX2,float64,248,0,0,0,0
ASCL4,float64,248,0,0,0,0
OR6C75,float64,248,0,0,0,0
CCDC157,float64,248,0,0,0,0
TTC24,float64,248,0,0,0,0
PABIR1,float64,248,0,0,0,0
PALM3,float64,248,0,0,0,0
GFRAL,float64,248,0,0,0,0
FYB2,float64,248,0,0,0,0
SHISA7,float64,248,0,0,0,0
LRRC74B,float64,248,0,0,0,0
DMBT1,float64,248,0,0,0,0
CLEC17A,float64,248,0,0,0,0
OR51I2,float64,248,0,0,0,0
LCN10,float64,248,0,0,0,0
LDLRAD2,float64,248,0,0,0,0
C2orf66,float64,248,0,0,0,0
OVCH1,float64,248,0,0,0,0
ZFTRAF1,float64,248,0,0,0,0
COL14A1,float64,248,0,0,0,0
DNER,float64,248,0,0,0,0
CPSF4L,float64,248,0,0,0,0
KLHL17,float64,248,0,0,0,0
ZCCHC13,float64,248,0,0,0,0
PLA2G2C,float64,248,0,0,0,0
ZSCAN23,float64,248,0,0,0,0
RINL,float64,248,0,0,0,0
C17orf99,float64,248,0,0,0,0
OR7D2,float64,248,0,0,0,0
TPRG1,float64,248,0,0,0,0
MORN2,float64,248,0,0,0,0
RTP5,float64,248,0,0,0,0
S100A3,float64,248,0,0,0,0
UBQLN2,float64,248,0,0,0,0
RILPL1,float64,248,0,0,0,0
C19orf67,float64,248,0,0,0,0
ZNF490,float64,248,0,0,0,0
CLCN1,float64,248,0,0,0,0
NRN1L,float64,248,0,0,0,0
NWD1,float64,248,0,0,0,0
ARL4C,float64,248,0,0,0,0
RNF133,float64,248,0,0,0,0
TMEM221,float64,248,0,0,0,0
TREML4,float64,248,0,0,0,0
RAB42,float64,248,0,0,0,0
WNT7B,float64,248,0,0,0,0
ZFTA,float64,248,0,0,0,0
SCGB1C1,float64,248,0,0,0,0
PLA2G4E,float64,248,0,0,0,0
GPR89B,float64,248,0,0,0,0
MESP2,float64,248,0,0,0,0
FAM25A,float64,248,0,0,0,0
EYS,float64,248,0,0,0,0
C6orf132,float64,248,0,0,0,0
DAZ1,float64,248,0,0,0,0
OR2AG2,float64,248,0,0,0,0
MAPK12,float64,248,0,0,0,0
TMEM215,float64,248,0,0,0,0
NUTM2G,float64,248,0,0,0,0
COL4A5,float64,248,0,0,0,0
KRTAP10-6,float64,248,0,0,0,0
AGRN,float64,248,0,0,0,0
NHS,float64,248,0,0,0,0
OTOG,float64,248,0,0,0,0
CIMIP2A,float64,248,0,0,0,0
TMPPE,float64,248,0,0,0,0
ZNF626,float64,248,0,0,0,0
HEPACAM2,float64,248,0,0,0,0
SMTNL2,float64,248,0,0,0,0
ZC3H6,float64,248,0,0,0,0
LAMTOR4,float64,248,0,0,0,0
PRKAR1B,float64,248,0,0,0,0
NUTM2B,float64,248,0,0,0,0
NCR3LG1,float64,248,0,0,0,0
DCUN1D3,float64,248,0,0,0,0
POTEE,float64,248,0,0,0,0
ZNF793,float64,248,0,0,0,0
TUBB4B,float64,248,0,0,0,0
AGAP4,float64,248,0,0,0,0
COMMD6,float64,248,0,0,0,0
PLA2G2A,float64,248,0,0,0,0
IL17REL,float64,248,0,0,0,0
HYKK,float64,248,0,0,0,0
OR7A5,float64,248,0,0,0,0
C15orf62,float64,248,0,0,0,0
RUFY4,float64,248,0,0,0,0
ZNF383,float64,248,0,0,0,0
HES4,float64,248,0,0,0,0
IGFL1,float64,248,0,0,0,0
ZNF669,float64,248,0,0,0,0
PEAK3,float64,248,0,0,0,0
LRRIQ4,float64,248,0,0,0,0
CENPP,float64,248,0,0,0,0
PLSCR1,float64,248,0,0,0,0
C3orf62,float64,248,0,0,0,0
ENO4,float64,248,0,0,0,0
ZNF559,float64,248,0,0,0,0
SBK1,float64,248,0,0,0,0
OR6C6,float64,248,0,0,0,0
BSPH1,float64,248,0,0,0,0
SLC38A3,float64,248,0,0,0,0
OR6N2,float64,248,0,0,0,0
GTF2F2,float64,248,0,0,0,0
CIBAR1,float64,248,0,0,0,0
FOCAD,float64,248,0,0,0,0
PRR19,float64,248,0,0,0,0
ZP3,float64,248,0,0,0,0
GPR15LG,float64,248,0,0,0,0
H3-5,float64,248,0,0,0,0
IFNA2,float64,248,0,0,0,0
JAKMIP3,float64,248,0,0,0,0
PPP3R2,float64,248,0,0,0,0
PDCD1,float64,248,0,0,0,0
CLEC2A,float64,248,0,0,0,0
GPR21,float64,248,0,0,0,0
DYNLT4,float64,248,0,0,0,0
SELL,float64,248,0,0,0,0
MAGEB5,float64,248,0,0,0,0
CHM,float64,248,0,0,0,0
NANOS2,float64,248,0,0,0,0
BLOC1S5,float64,248,0,0,0,0
CERKL,float64,248,0,0,0,0
SLC24A5,float64,248,0,0,0,0
IER5L,float64,248,0,0,0,0
H2AX,float64,248,0,0,0,0
INSC,float64,248,0,0,0,0
SERPINA5,float64,248,0,0,0,0
ACTMAP,float64,248,0,0,0,0
LCTL,float64,248,0,0,0,0
